Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Sr7Ca1V8O24,Sr,Ca,,V,,,O,4,37.14261864,-2.118521,7,136.9,50.9415,650,1.00375,4.263125,7.625895386,-0.636875,-5.327631893,34.15625,1.554375,602.26875,-58.25,20.7525,26.9375,6.243625,29.394375,15.367875,-0.0728125,2.14375,1.57348562,0.853134615,0.311442243,50.89875,-1.27375,2.4225,0.84875,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.34,-1.92725921,0.00487369,0,2.23,46,1.64,0.1,1.076851719,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Dy1V8O24,Sr,Dy,,V,,,O,4,33.31987295,-2.157340486,7,136.9,50.9415,650,0.9876875,4.700625,7.597806812,-0.579375,-5.493458448,33.375,1.545,601.15625,-45.375,20.32125,28.4375,6.2328125,17.563125,23.01925,-0.1024375,0.25625,1.564006662,0.849711538,0.332521827,50.1975,-1.15875,2.455,0.8875,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.49,33.7,3650,1.92,6.74,29.31,1.083,-4.45538074,0.00487369,0,2.45,46,1.64,0.357,1.526268901,0,0,0,0.125,0.5,1.25,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Gd1V8O24,Sr,Gd,,V,,,O,4,28.61719851,-2.155507872,7,136.9,50.9415,650,0.9891875,4.66,7.605215676,-0.54125,-5.496762627,33.45625,1.54625,602.40625,-45.375,20.3775,28.1875,6.2459375,17.556875,22.691125,-0.0985,0.2375,1.566506907,0.853557692,0.355386725,50.375,-1.0825,2.46125,0.88625,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.54,33.7,3650,1.92,6.74,29.31,1.107,-4.51068704,0.00487369,0,2.45,46,1.64,0.333,1.407727072,0,0,0,0.125,0.875,0.875,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Ho1V8O24,Sr,Ho,,V,,,O,4,34.82219739,-2.156388771,7,136.9,50.9415,650,0.99,4.71625,7.598388673,-0.540833333,-5.49194985,33.34375,1.544375,601.71875,-45.375,20.3025,28.5625,6.2376875,17.906875,23.17114375,-0.1029375,0.25625,1.56420302,0.851442308,0.338409447,50.21125,-1.081666667,2.4525,0.8875,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.47,33.7,3650,1.92,6.74,29.31,1.12,-4.4347242,0.00487369,0,2.45,46,1.64,0.32,1.516959122,0,0,0,0.125,0.375,1.375,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7La1V8O24,Sr,La,,V,,,O,4,21.55620645,-2.166304446,7,136.9,50.9415,650,1.005,4.550625,7.628960533,-0.54171875,-5.513832932,33.7375,1.52375,599.0375,-45.375,20.429375,27.3125,6.2103125,17.738125,21.54459375,-0.101375,0.30625,1.574520005,0.843192308,0.379972577,50.98,-1.0834375,2.48625,0.8825,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.74,33.7,3650,1.92,6.74,29.31,1.36,-4.79586452,0.00487369,0,2.45,46,1.64,0.08,1.027809361,0,0,0,0.125,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Mg1V8O24,Sr,Mg,,V,,,O,4,71.09076358,-2.069399127,7,136.9,50.9415,650,0.975625,4.275,7.549056429,-0.578125,-5.302253314,32.8625,1.530625,611.5125,-62.875,20.006875,30.75,6.3394375,26.644375,14.3820625,-0.0495,1.5875,1.547555032,0.881576923,0.303867249,49.15625,-1.15625,2.35875,0.88125,3650,1.92,14.65,4,1.26,-1.51367083,2.15,2.45,33.7,3650,1.92,6.74,29.31,0.89,-1.67793991,0.00487369,0,1.72,46,1.64,0.55,2.30627503,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Mn8Zn1O24,Sr,Zn,,Mn,,,O,4,122.4870163,-1.516019113,7,136.9,54.938,717.4,0.99575,5.276875,7.279514129,-0.553793103,-5.32401357,31.54375,1.49875,655.75625,-73.5,19.01375,33.8125,6.7961875,12.704375,14.951625,-0.0845,2.99375,1.637696498,0.82814678,0.610721762,48.06625,-1.13,2.335,0.9,2235,1.79,15.64,0.5,1.26,-1.1570915,2.15,2.45,33.7,2235,1.79,7.435,33.667,0.9,-1.67793991,0.00487369,0,1.53,52,1.61,0.54,3.363659982,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Sr7Nd1V8O24,Sr,Nd,,V,,,O,4,22.37923032,-2.158191981,7,136.9,50.9415,650,0.999375,4.604375,7.616969158,-0.5675,-5.503508254,33.5375,1.548125,598.53125,-45.375,20.42125,27.6875,6.2071875,17.925625,21.878,-0.101375,0.2875,1.570473315,0.841634615,0.347543094,50.6675,-1.135,2.47375,0.885,3650,1.92,14.65,4,1.29,-1.67793991,2.15,2.64,33.7,3650,1.92,6.74,29.31,1.27,-4.6307523,0.00487369,0,2.45,46,1.64,0.17,1.219671354,0,0,0,0.125,1.25,0.5,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Pr1V8O24,Sr,Pr,,V,,,O,4,15.12993484,-2.154864205,7,136.9,50.9415,650,0.995,4.589375,7.621446491,-0.5640625,-5.504225668,33.55625,1.54875,598.09375,-45.375,20.43375,27.5625,6.2028125,17.675625,21.66973125,-0.1011875,0.28125,1.571984266,0.840288462,0.361240766,50.7825,-1.128125,2.4775,0.885,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.67,33.7,3650,1.92,6.74,29.31,1.2,-4.64853984,0.00487369,0,2.45,46,1.64,0.24,1.148034029,0,0,0,0.125,1.375,0.375,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Sm1V8O24,Sr,Sm,,V,,,O,4,20.06194164,-2.157813661,7,136.9,50.9415,650,0.9975,4.338125,7.610002611,-0.55625,-5.500447522,33.46875,1.546875,599.34375,-45.375,20.380625,27.9375,6.2140625,17.725625,22.2605,-0.1009375,0.25625,1.568122338,0.844134615,0.321784755,50.4925,-1.1125,2.4675,0.88625,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.59,33.7,3650,1.92,6.74,29.31,1.24,-4.5732413,0.00487369,0,2.45,46,1.64,0.2,1.331136117,0,0,0,0.125,1,0.75,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Y1V8O24,Sr,Y,,V,,,O,4,31.31275089,-2.155986127,7,136.9,50.9415,650,0.9871875,4.445625,7.604701042,-0.5671875,-5.609898781,33.45625,1.546875,603.90625,-48.5,20.37125,27.25,6.2603125,17.969375,18.41961875,-0.0945,0.3,1.566333235,0.858173077,0.378218043,50.3625,-1.134375,2.4275,0.88625,3650,1.92,14.65,4,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.075,-6.34029752,0.00487369,0,2.27,46,1.64,0.365,1.415961211,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Sr7Zn1Co8O24,Sr,Zn,,Co,,,O,4,144.3677029,-1.11364278,7,136.9,58.9332,758,0.95125,6.006875,7.273373422,-0.4675,-4.353925517,30.99375,1.49375,676.05625,-38.5,18.66875,36.8125,7.0086875,58.794375,12.954025,-0.055,-5.70625,1.641348589,0.783789578,0.359496384,48.06625,-1.13,2.335,0.9,3143,1.67,17.06,17.9,1.26,-1.1570915,2.15,2.45,33.7,3143,1.67,7.86,33.5,0.9,-1.67793991,0.00487369,0,1.53,58,1.75,0.54,3.363659982,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Sr7Zn1Fe8O24,Sr,Zn,,Fe,,,O,4,146.0598287,-1.373479313,7,136.9,55.847,759.3,1.00325,5.493875,7.29863776,-0.565,-4.956473125,31.29375,1.49875,676.70625,-61.5,18.86875,35.3125,7.0136875,48.894375,14.497125,-0.069,-2.35625,1.626426412,0.782447649,0.38397711,48.06625,-1.13,2.335,0.9,3023,1.72,16.18,11.2,1.26,-1.1570915,2.15,2.45,33.7,3023,1.72,7.87,30.651,0.9,-1.67793991,0.00487369,0,1.53,55,1.77,0.54,3.363659982,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Sr7Zn1Ni8O24,Sr,Zn,,Ni,,,O,4,321.7950028,-0.700042905,7,136.9,58.6934,736.7,0.92625,6.006875,7.263668039,-0.56,-3.58689323,30.84375,1.48875,665.40625,-18,18.61375,38.3125,6.8961875,54.144375,13.073925,-0.0665,-4.05625,1.64715405,0.806451066,0.355496689,48.06625,-1.13,2.335,0.9,3005,1.62,18.168,14.6,1.26,-1.1570915,2.15,2.45,33.7,3005,1.62,7.635,35.17,0.9,-1.67793991,0.00487369,0,1.53,61,1.75,0.54,3.363659982,0,0,0,0,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Sr8Al1V7O24,Sr,,,Al,V,,O,4,38.63286983,-2.169231706,8,136.9,50.9415,650,1.0071875,4.111875,7.72710694,-0.6325,-4.986422297,35.075,1.5625,595.225,-59.3125,21.31625,28.6875,6.170375,30.00875,19.8367475,-0.1201875,-1.60625,1.578139678,0.857321164,0.320449425,52.91,-1.32,2.45,0.84,3536.25,1.8825,15.17225,8.2125,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,46,1.39,0,0,0,0,0,0,0,0,21.75,3.875,1,6.125,0.625,0,0,0,0,2,23,0,0,1,1
Sr8Al2V6O24,Sr,,,Al,V,,O,4,59.74133201,-2.212625078,8,136.9,50.9415,650,1.004375,3.89875,7.761015262,-0.605,-4.661807449,35.25,1.56,590.7,-59.625,21.3925,30.375,6.12325,42.9025,21.334245,-0.145875,-3.7125,1.560485176,0.86959962,0.335765528,52.91,-1.32,2.45,0.84,3422.5,1.845,15.6945,12.425,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,46,1.39,0,0,0,0,0,0,0,0,20.5,3.75,1,5.25,1.25,0,0,0,0,2,23,0,0,1,1
Sr8Al4V4O24,Sr,,,Al,V,,O,4,95.04900638,-2.306321073,8,136.9,26.98154,577.6,0.99875,3.4725,7.828831906,-0.55,-4.012577753,35.6,1.555,581.65,-60.25,21.545,33.75,6.029,68.69,24.32924,-0.19725,-7.925,1.526335235,0.89524275,0.371254237,52.91,-1.32,2.45,0.84,3195,1.77,16.739,20.85,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,46,1.39,0,0,0,0,0,0,0,0,18,3.5,1,3.5,2.5,0,0,0,0,2,13,0,0,1,1
Sr8Co4Ni4O24,Sr,,,Co,Ni,,O,4,178.9397849,-1.029910486,8,136.9,58.9332,758,0.9725,5.72,7.478749479,-0.60875,-3.998085229,33.475,1.5325,648.425,-38.75,20.1725,33.75,6.72125,49.44,14.40335,-0.06625,-5.625,1.720726209,0.735264602,0.364677677,52.91,-1.32,2.45,0.84,3074,1.645,17.614,16.25,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.44,-1.67793991,0.00487369,0,2.45,58,1.75,0,0,0,0,0,0,0,0,27.5,4,1,2.5,0,0,0,0,0,2,27,1,0,1,1
Sr8Co6Ni2O24,Sr,,,Co,Ni,,O,4,134.6731166,-1.135334017,8,136.9,58.9332,758,0.97875,5.72,7.481175825,-0.585625,-4.189843301,33.5125,1.53375,651.0875,-43.875,20.18625,33.375,6.749375,50.6025,14.373375,-0.063375,-6.0375,1.71920868,0.730062776,0.365700548,52.91,-1.32,2.45,0.84,3108.5,1.6575,17.337,17.075,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.44,-1.67793991,0.00487369,0,2.45,58,1.75,0,0,0,0,0,0,0,0,27.25,4,1,2.75,0,0,0,0,0,2,27,1,0,1,1
Sr8Co7Ni1O24,Sr,,,Co,Ni,,O,4,116.1809765,-1.182730158,8,136.9,58.9332,758,0.981875,5.72,7.482388998,-0.5740625,-4.285722337,33.53125,1.534375,652.41875,-46.4375,20.193125,33.1875,6.7634375,51.18375,14.3583875,-0.0619375,-6.24375,1.718450918,0.727489367,0.366214138,52.91,-1.32,2.45,0.84,3125.75,1.66375,17.1985,17.4875,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,35.17,1.44,-1.67793991,0.00487369,0,2.45,58,1.75,0,0,0,0,0,0,0,0,27.125,4,1,2.875,0,0,0,0,0,2,27,1,0,1,1
Sr8Co8O24,Sr,,,Co,,,O,3,91.26697472,-1.233199299,8,136.9,58.9332,758,0.985,5.72,7.483602171,-0.5625,-4.381601373,33.55,1.535,653.75,-49,20.2,33,6.7775,51.765,14.3434,-0.0605,-6.45,1.717693825,0.724934037,0.366729172,52.91,-1.32,2.45,0.84,3143,1.67,17.06,17.9,1.26,-1.67793991,2.15,2.45,33.7,3143,1.67,7.86,33.5,1.44,-1.67793991,0.00487369,0,2.45,58,1.75,0,0,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Sr8Fe1Co7O24,Sr,,,Fe,Co,,O,4,88.32721153,-1.269296084,8,136.9,58.9332,758,0.9915,5.655875,7.486760213,-0.5746875,-4.456919823,33.5875,1.535625,653.83125,-51.875,20.225,32.8125,6.778125,50.5275,14.5362875,-0.06225,-6.03125,1.715726139,0.724778659,0.369675285,52.91,-1.32,2.45,0.84,3128,1.67625,16.95,17.0625,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.875,4,1,3.125,0,0,0,0,0,2,27,1,0,1,1
Sr8Fe1Ni7O24,Sr,,,Fe,Ni,,O,4,243.428371,-0.90867535,8,136.9,58.6934,736.7,0.969625,5.655875,7.478268003,-0.655625,-3.785766572,33.45625,1.53125,644.5125,-33.9375,20.176875,34.125,6.6796875,46.45875,14.6412,-0.0723125,-4.5875,1.721027662,0.743044522,0.366042781,52.91,-1.32,2.45,0.84,3007.25,1.6325,17.9195,14.175,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,27.75,4,1,2.25,0,0,0,0,0,2,28,0,0,1,1
Sr8Fe2Co6O24,Sr,,,Fe,Co,,O,4,90.31694834,-1.300463369,8,136.9,58.9332,758,0.998,5.59175,7.489918256,-0.586875,-4.532238274,33.625,1.53625,653.9125,-54.75,20.25,32.625,6.77875,49.29,14.729175,-0.064,-5.6125,1.713762956,0.724623348,0.372669117,52.91,-1.32,2.45,0.84,3113,1.6825,16.84,16.225,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Sr8Fe4Co4O24,Sr,,,Fe,Co,,O,4,93.74817197,-1.36334619,8,136.9,55.847,759.3,1.011,5.4635,7.49623434,-0.61125,-4.682875176,33.7,1.5375,654.075,-60.5,20.3,32.25,6.78,46.815,15.11495,-0.0675,-4.775,1.709850038,0.724312924,0.378804649,52.91,-1.32,2.45,0.84,3083,1.695,16.62,14.55,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe4Ni4O24,Sr,,,Fe,Ni,,O,4,182.6131197,-1.166192128,8,136.9,55.847,759.3,0.9985,5.4635,7.491381649,-0.6575,-4.299359033,33.625,1.535,648.75,-50.25,20.2725,33,6.72375,44.49,15.1749,-0.07325,-3.95,1.712854767,0.734625668,0.376616231,52.91,-1.32,2.45,0.84,3014,1.67,17.174,12.9,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,27,4,1,3,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe6Co2O24,Sr,,,Fe,Co,,O,4,88.68589559,-1.434722511,8,136.9,55.847,759.3,1.024,5.33525,7.502550425,-0.635625,-4.833512078,33.775,1.53875,654.2375,-66.25,20.35,31.875,6.78125,44.34,15.500725,-0.071,-3.9375,1.705954947,0.724002767,0.38514559,52.91,-1.32,2.45,0.84,3053,1.7075,16.4,12.875,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.25,4,1,3.75,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe6Ni2O24,Sr,,,Fe,Ni,,O,4,134.354983,-1.33799423,8,136.9,55.847,759.3,1.01775,5.33525,7.500124079,-0.65875,-4.641754006,33.7375,1.5375,651.575,-61.125,20.33625,32.25,6.753125,43.1775,15.5307,-0.073875,-3.525,1.707449158,0.729118291,0.38401122,52.91,-1.32,2.45,0.84,3018.5,1.695,16.677,12.05,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.5,4,1,3.5,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe7Co1O24,Sr,,,Fe,Co,,O,4,87.6081324,-1.468957296,8,136.9,55.847,759.3,1.0305,5.271125,7.505708467,-0.6478125,-4.908830529,33.8125,1.539375,654.31875,-69.125,20.375,31.6875,6.781875,43.1025,15.6936125,-0.07275,-3.51875,1.704014049,0.723847788,0.38839634,52.91,-1.32,2.45,0.84,3038,1.71375,16.29,12.0375,1.26,-1.67793991,2.15,2.45,33.7,3143,1.72,7.87,33.5,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.125,4,1,3.875,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe7Ni1O24,Sr,,,Fe,Ni,,O,4,107.7834261,-1.423252406,8,136.9,55.847,759.3,1.027375,5.271125,7.504495294,-0.659375,-4.812951493,33.79375,1.53875,652.9875,-66.5625,20.368125,31.875,6.7678125,42.52125,15.7086,-0.0741875,-3.3125,1.704759129,0.726395453,0.387818697,52.91,-1.32,2.45,0.84,3020.75,1.7075,16.4285,11.625,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,35.17,1.44,-1.67793991,0.00487369,0,2.45,55,1.75,0,0,0,0,0,0,0,0,26.25,4,1,3.75,0,0,0,0,0,2,26,0,0,1,1
Sr8Fe8O24,Sr,,,Fe,,,O,3,86.43036922,-1.503292082,8,136.9,55.847,759.3,1.037,5.207,7.508866509,-0.66,-4.98414898,33.85,1.54,654.4,-72,20.4,31.5,6.7825,41.865,15.8865,-0.0745,-3.1,1.702077562,0.723692875,0.391702432,52.91,-1.32,2.45,0.84,3023,1.72,16.18,11.2,1.26,-1.67793991,2.15,2.45,33.7,3023,1.72,7.87,30.651,1.44,-1.67793991,0.00487369,0,2.45,55,1.77,0,0,0,0,0,0,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Sr8Hf1V7O24,Sr,,,Hf,V,,O,4,28.44172814,-2.22753551,8,136.9,50.9415,650,1.018125,4.775,7.763214292,-0.680625,-5.37447706,35.4375,1.57875,599.25,-62.125,21.54125,26.9375,6.211875,16.63375,10.36746875,-0.0726875,0.5375,1.559353872,0.846687211,0.289125838,52.91,-1.32,2.45,0.84,3803.125,1.95,14.684375,3.925,1.26,-1.67793991,2.15,2.45,33.7,4875,2.16,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,45,1.45,0,0,0,0,0,0,0,0,29.125,4.25,1,7.125,0,0,0,0,0,2,23,0,0,1,1
Sr8Hf2V6O24,Sr,,,Hf,V,,O,4,35.28329862,-2.333308436,8,136.9,50.9415,650,1.02625,5.225,7.833229965,-0.70125,-5.437916976,35.975,1.5925,598.75,-65.25,21.8425,26.875,6.20625,16.1525,2.3956875,-0.050875,0.575,1.524172073,0.847993827,0.273639921,52.91,-1.32,2.45,0.84,3956.25,1.98,14.71875,3.85,1.26,-1.67793991,2.15,2.45,33.7,4875,2.16,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,45,1.45,0,0,0,0,0,0,0,0,35.25,4.5,1,7.25,0,0,0,0,0,2,23,0,0,1,1
Sr8Hf4V4O24,Sr,,,Hf,V,,O,4,35.04593958,-2.558774788,8,136.9,178.49,642,1.0425,6.125,7.973261312,-0.7425,-5.564796806,37.05,1.62,597.75,-71.5,22.445,26.75,6.195,15.19,-13.547875,-0.00725,0.65,1.458365434,0.850619195,0.24716322,52.91,-1.32,2.45,0.84,4262.5,2.04,14.7875,3.7,1.26,-1.67793991,2.15,2.45,33.7,4875,2.16,6.74,29.31,1.44,-1.67793991,0.00487369,0,2.45,45,1.45,0,0,0,0,0,0,0,0,47.5,5,1,7.5,0,0,0,0,0,2,72,1,0,1,1
Sr8Mg1V7O24,Sr,,,Mg,V,,O,4,52.87341873,-2.135561249,8,136.9,50.9415,650,1.01875,4.051875,7.769892384,-0.660625,-4.848725371,35.5,1.57375,605.23125,-76.5,21.564375,28.375,6.274125,24.94625,20.00403125,-0.1276875,-0.65,1.555928318,0.831363353,0.336518666,52.91,-1.32,2.45,0.84,3366.25,1.895,14.698125,6.3,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,7.646,80.143,1.44,-1.67793991,0.00487369,0,2.45,46,1.17,0,0,0,0,0,0,0,0,21.625,3.875,1,6.125,0,0,0,0,0,2,23,0,0,1,1
Sr8Mg2V6O24,Sr,,,Mg,V,,O,4,93.81143469,-2.132688414,8,136.9,50.9415,650,1.0275,3.77875,7.84658615,-0.66125,-4.386413598,36.1,1.5825,610.7125,-94,21.88875,29.75,6.33075,32.7775,21.6688125,-0.160875,-1.8,1.517640326,0.817799606,0.37310077,52.91,-1.32,2.45,0.84,3082.5,1.87,14.74625,8.6,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,7.646,80.143,1.44,-1.67793991,0.00487369,0,2.45,46,1.17,0,0,0,0,0,0,0,0,20.25,3.75,1,5.25,0,0,0,0,0,2,23,0,0,1,1
Sr8Mg4V4O24,Sr,,,Mg,V,,O,4,140.4888354,-2.033689494,8,136.9,24.305,737.7,1.045,3.2325,7.999973681,-0.6625,-3.46179005,37.3,1.6,621.675,-129,22.5375,32.5,6.444,48.44,24.998375,-0.22725,-4.1,1.446452275,0.791957916,0.47675431,52.91,-1.32,2.45,0.84,2515,1.82,14.8425,13.2,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,7.646,80.143,1.44,-1.67793991,0.00487369,0,2.45,46,1.17,0,0,0,0,0,0,0,0,17.5,3.5,1,3.5,0,0,0,0,0,2,12,1,0,1,1
Sr8Mn1Co7O24,Sr,,,Mn,Co,,O,4,91.53400436,-1.285677559,8,136.9,58.9332,758,0.9905625,5.62875,7.484369759,-0.573286638,-4.502862379,33.61875,1.535625,651.2125,-53.375,20.243125,32.625,6.7509375,46.00375,14.5931,-0.0641875,-5.3625,1.717215147,0.729820367,0.386608492,52.91,-1.32,2.45,0.84,3029.5,1.685,16.8825,15.725,1.26,-1.67793991,2.15,2.45,33.7,3143,1.79,7.86,33.667,1.44,-1.67793991,0.00487369,0,2.45,52,1.61,0,0,0,0,0,0,0,0,26.75,4,1,3.25,0,0,0,0,0,2,27,1,0,1,1
Sr8Mn1Fe7O24,Sr,,,Mn,Fe,,O,4,82.87910056,-1.523854557,8,136.9,55.847,759.3,1.0360625,5.179875,7.506476055,-0.658599138,-5.030091536,33.88125,1.54,651.78125,-73.5,20.418125,31.3125,6.7553125,37.34125,15.9433125,-0.0764375,-2.43125,1.703542964,0.728719436,0.410765723,52.91,-1.32,2.45,0.84,2924.5,1.72875,16.1125,9.8625,1.26,-1.67793991,2.15,2.45,33.7,3023,1.79,7.87,33.667,1.44,-1.67793991,0.00487369,0,2.45,52,1.61,0,0,0,0,0,0,0,0,25.875,4,1,4.125,0,0,0,0,0,2,26,0,0,1,1
Sr8Mn1V7O24,Sr,,,Mn,V,,O,4,63.58646298,-2.072598621,8,136.9,50.9415,650,1.0124375,4.408125,7.66776665,-0.658599138,-5.31611868,34.8,1.561875,603.9625,-62.125,21.153125,27.375,6.2609375,15.685,18.08946875,-0.0939375,0.71875,1.610016087,0.834567339,0.327253604,52.91,-1.32,2.45,0.84,3473.125,1.90375,14.77375,3.5625,1.26,-1.67793991,2.15,2.45,33.7,3650,1.92,7.435,33.667,1.44,-1.67793991,0.00487369,0,2.45,46,1.61,0,0,0,0,0,0,0,0,23.25,4,1,6.75,0,0,0,0,0,2,23,0,0,1,1
