Material compositions,main_element,Trg,Density_composition_average,IsBoron_composition_average,IsDBlock_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsDBlock,Site1_IsTransitionMetal,Site1_NdValence,Site1_SpecificHeatCapacity
Pd40Ni40P19S,Pd,0.641,1.041268484,-0.585599963,0.405622601,0.405622601,1.371821586,0.990618666,-0.740589028,1.075628786,0.814533695,0.718542083,1.005911258,-1.16570621,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd40Ni40P20,Pd,0.635,1.040626488,-0.585599963,0.405622601,0.405622601,1.371821586,0.986462495,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,-1.16570621,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd42.5Cu27.5Ni10P20,Pd,0.67,1.078665884,-0.585599963,0.405622601,0.405622601,1.665178735,1.100757177,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd42.5Cu30Ni7.5P20,Pd,0.688,1.078806467,-0.585599963,0.405622601,0.405622601,1.689625164,1.111147603,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd45Cu25Ni10P20,Pd,0.673,1.115018285,-0.585599963,0.405622601,0.405622601,1.665178735,1.090366752,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd45Cu30Ni5P20,Pd,0.67,1.115299451,-0.585599963,0.405622601,0.405622601,1.714071593,1.111147603,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd48Ni32P20,Pd,0.612,1.157404036,-0.585599963,0.405622601,0.405622601,1.450050159,0.986462495,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,-1.16570621,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd64.5Cu19Si16.5,Pd,0.519,1.554731207,-0.585599963,0.514868008,0.514868008,1.934089455,1.0695859,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd64Ni16P20,Pd,0.592,1.390959132,-0.585599963,0.405622601,0.405622601,1.606507306,0.986462495,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,-1.16570621,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd71.5Cu12Si16.5,Pd,0.565,1.65651793,-0.585599963,0.514868008,0.514868008,1.934089455,1.040492709,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd73.5Cu10Si16.5,Pd,0.568,1.68559985,-0.585599963,0.514868008,0.514868008,1.934089455,1.032180368,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd75Si25,Pd,0.488,1.444919543,-0.585599963,0.249557735,0.249557735,1.518500161,0.778653983,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd77.5Cu6Si16.5,Pd,0.602,1.743763691,-0.585599963,0.514868008,0.514868008,1.934089455,1.015555687,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd77Cu6Si17,Pd,0.569,1.72105252,-0.585599963,0.499261522,0.499261522,1.909643026,1.003087176,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79.5Au4Si16.5,Pd,0.596,1.967412377,-0.585599963,0.514868008,0.514868008,1.934089455,1.239988881,-0.740589028,-2.065283485,-1.421053602,-0.857117606,1.005911258,0.85784908,-0.740265774,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79.5Cu4Si16.5,Pd,0.585,1.772845612,-0.585599963,0.514868008,0.514868008,1.934089455,1.007243347,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79Cu2Ag4Si10P5,Pd,0.607,1.82944664,-0.585599963,0.561687468,0.561687468,2.007428743,1.073742071,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79Cu3Ag3Si10P5,Pd,0.607,1.822089467,-0.585599963,0.561687468,0.561687468,2.007428743,1.073742071,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79Cu4Ag2Si10P5,Pd,0.61,1.814732294,-0.585599963,0.561687468,0.561687468,2.007428743,1.073742071,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79Cu5AgSi10P5,Pd,0.613,1.807375121,-0.585599963,0.561687468,0.561687468,2.007428743,1.073742071,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd79Cu6Si10P5,Pd,0.612,1.800017948,-0.585599963,0.561687468,0.561687468,2.007428743,1.073742071,-0.740589028,1.075628786,0.797469771,0.718542083,1.005911258,0.85784908,1.269272405,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd80Si20,Pd,0.537,1.672031255,-0.585599963,0.405622601,0.405622601,1.762964452,0.90333909,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd81.5Cu2Si16.5,Pd,0.577,1.801927533,-0.585599963,0.514868008,0.514868008,1.934089455,0.998931006,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd81.5Cu2Si6.5,Pd,0.577,2.220114606,-0.585599963,0.804455039,0.804455039,2.387706528,1.231214744,-0.740589028,-2.118943023,-1.250912064,-0.888691662,1.005911258,0.85784908,0.264503316,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd81Si19,Pd,0.562,1.717453597,-0.585599963,0.436835575,0.436835575,1.81185731,0.928276112,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd82Si18,Pd,0.605,1.76287594,-0.585599963,0.468048548,0.468048548,1.860750168,0.953213133,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd83Si17,Pd,0.579,1.808298282,-0.585599963,0.499261522,0.499261522,1.909643026,0.978150155,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd84Si16,Pd,0.573,1.853720624,-0.585599963,0.530474495,0.530474495,1.958535884,1.003087176,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pd95Si5,Pd,0.383,2.35336639,-0.585599963,0.873817202,0.873817202,2.496357324,1.277394413,-0.740589028,-2.118943023,-1.666845202,-1.397259488,1.005911258,-1.16570621,-1.745034863,1.530683142,-0.853777388,0.743781989,0.718013956,0.718013956,1.317680438,-0.851699946
Pr60Fe30Al10,Pr,0.605,0.046798947,0.203745442,-1.155026066,-1.155026066,-1.268392755,-0.385073689,-1.030331814,-1.255512277,-1.493361979,-0.259604862,-0.058208246,-1.16570621,1.269272405,-0.010939997,-1.042474771,-1.425849636,-1.392730589,-1.392730589,-1.10635433,-1.040364454
Pr68Cu25Al7,Pr,0.542,0.195816845,-0.033058179,-1.311090933,-1.311090933,-0.926142748,-0.110766452,-1.141929092,-1.255512277,-1.613307142,-0.95971784,1.005911258,0.85784908,-0.740265774,-0.010939997,-1.042474771,-1.425849636,-1.392730589,-1.392730589,-1.10635433,-1.040364454
Pt42.5Cu27Ni59.5P21,Ni,0.59,2.274394714,-0.585599963,0.592900442,0.592900442,1.529908494,2.834572869,0.034373696,2.126867916,1.630402544,1.048107874,1.005911258,0.85784908,1.269272405,4.127357302,-1.264471692,1.940934059,0.718013956,0.718013956,1.075276961,-1.273420611
Pt57.5Cu14.7Ni5.3P22.5,Pt,0.639,3.657010108,-0.585599963,0.327590168,0.327590168,1.307771942,4.341323125,0.034373696,2.126867916,1.630402544,1.048107874,1.005911258,0.85784908,1.269272405,4.127357302,-1.264471692,1.940934059,0.718013956,0.718013956,1.075276961,-1.273420611
Pt60Cu16Co2P22,Pt,0.574,3.816323831,-0.585599963,0.343196655,0.343196655,1.342485871,4.494270191,0.034373696,2.126867916,1.630402544,1.048107874,1.005911258,0.85784908,1.269272405,4.127357302,-1.264471692,1.940934059,0.718013956,0.718013956,1.075276961,-1.273420611
Sc36Al24Co20Y20,Sc,0.632,-0.993139794,1.308829009,0.280770708,0.280770708,-1.190164182,-1.008499227,-0.740589028,-1.188437854,-1.181945372,-0.254970706,-0.058208246,-1.16570621,-1.745034863,-1.057685784,0.345005984,0.16227666,0.718013956,0.718013956,-0.863950853,0.346874574
Sm40Al25Co20Y15,Sm,0.621,-0.210561524,1.38776355,-0.9989612,-0.9989612,-1.3906249,-0.177265176,-0.740589028,-0.315250828,-0.476849827,-0.27814149,-0.058208246,-1.16570621,-1.745034863,0.193254188,-1.031374925,-1.044787432,-1.392730589,-1.392730589,-1.10635433,-1.025567238
Sm60Fe30Al10,Sm,0.626,0.247270194,0.203745442,-1.155026066,-1.155026066,-1.268392755,0.363036957,-1.030331814,-0.905505745,-0.788266434,-0.259604862,-0.058208246,-1.16570621,1.269272405,0.193254188,-1.031374925,-1.044787432,-1.392730589,-1.392730589,-1.10635433,-1.025567238
Sr75Zn25,Sr,0.515,-1.292815724,-0.585599963,-1.311090933,-1.311090933,-0.926142748,-0.883814119,-2.436708897,-1.616494623,-1.757141798,-1.063183117,-1.654387503,-1.16570621,-1.745034863,-1.159353296,-0.62438057,-1.306905364,-1.392730589,-1.392730589,-1.10635433,-0.644538918
Tb36Al24Co20Y20,Tb,0.606,-0.110166573,1.308829009,-0.842896333,-0.842896333,-1.366178471,0.188477806,-0.740589028,-1.188437854,-1.181945372,-0.27814149,-0.058208246,-1.16570621,-0.740265774,0.441265639,-1.083174206,-0.707778662,-1.392730589,-1.392730589,-1.10635433,-1.088455407
Ti34Zr11Cu47Ni8,Cu,0.597,0.29864388,-0.585599963,1.029882069,1.029882069,0.902450148,0.475253554,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu30Pd20,Ti,0.537,0.477123273,-0.585599963,1.029882069,1.029882069,0.785107288,0.279913552,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu32Pd18,Ti,0.537,0.448041352,-0.585599963,1.029882069,1.029882069,0.785107288,0.288225892,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu34Pd16,Ti,0.223,0.418959432,-0.585599963,1.029882069,1.029882069,0.785107288,0.296538233,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu36Pd14,Ti,0.562,0.389877511,-0.585599963,1.029882069,1.029882069,0.785107288,0.304850573,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu38Pd12,Ti,0.56,0.360795591,-0.585599963,1.029882069,1.029882069,0.785107288,0.313162914,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr10Cu40Pd10,Ti,0.557,0.33171367,-0.585599963,1.029882069,1.029882069,0.785107288,0.321475254,0.56391502,-0.388422925,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti40Zr25Ni8Cu9Be18,Ti,0.615,-0.579999386,-0.585599963,0.468048548,0.468048548,-0.75990703,-0.779909863,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti41.5Zr2.5Hf5Cu37.5Ni7.5SiSn5,Ti,0.59,0.273784134,-0.585599963,0.842604228,0.842604228,0.701989429,0.685140152,1.030744892,0.244515716,0.724948095,1.475716979,-1.654387503,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si,Cu,0.567,0.311507218,-0.585599963,0.998669095,0.998669095,0.701989429,0.622797598,1.030744892,-0.1189057,0.652924118,0.158550562,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,Ti,0.563,0.321708852,-0.585599963,1.029882069,1.029882069,0.711768001,0.622797598,1.030744892,-0.134759655,0.652924118,0.158550562,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti45Ni15Cu25Sn3Be7Zr5,Ti,0.595,-0.116108544,-0.585599963,0.717752335,0.717752335,0.296178707,0.076261209,0.56391502,0.168904549,0.223197641,0.891813209,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti47.5Zr2.5Cu42.5Ni7.5,Ti,0.549,0.115450274,-0.585599963,1.029882069,1.029882069,0.711768001,0.33186568,0.56391502,-0.371349436,0.151173663,-0.425353208,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Cu42.5Ni7.5,Ti,0.546,0.091972926,-0.585599963,1.029882069,1.029882069,0.711768001,0.33186568,-0.529566315,-1.739667653,-1.024104078,-0.714215655,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Ni15Cu25Sn3Be7,Ti,0.57,-0.16306324,-0.585599963,0.717752335,0.717752335,0.296178707,0.076261209,-0.529566315,-1.199413669,-0.952080101,0.602950762,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Ni15Cu32Sn3,Ti,0.535,0.068917326,-0.585599963,0.936243149,0.936243149,0.638428714,0.338099936,-0.529566315,-1.360392282,-0.952080101,0.602950762,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Ni24Cu20BSi2Sn3,Ti,0.554,-0.023623725,-0.506665423,0.842604228,0.842604228,0.403742994,0.209258658,0.016843596,-0.490863861,-0.364796728,1.231651382,-1.654387503,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Ni30Cu32Sn3,Ti,0.535,0.206114034,-0.585599963,0.948456921,0.948456921,0.785107288,0.476879881,-0.529566315,-1.360392282,-0.952080101,0.602950762,0.473851506,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti50Zr15Cu9Ni8Be18,Ti,0.616,-0.673908779,-0.585599963,0.468048548,0.468048548,-0.75990703,-0.779909863,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,Ti,0.565,-0.220781902,0.006409091,0.702145848,0.702145848,-0.143857017,-0.050501983,1.030744892,0.345737117,0.721890809,0.81397482,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,Ti,0.572,-0.36593377,0.006409091,0.702145848,0.702145848,-0.158524874,-0.237529645,0.016843596,-0.38964246,-0.367854015,0.569909223,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti55Zr10Cu9Ni8Be18,Ti,0.621,-0.720863475,-0.585599963,0.468048548,0.468048548,-0.75990703,-0.779909863,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti60Zr5Be18Cu9Ni8,Ti,0.588,-0.767818171,-0.585599963,0.468048548,0.468048548,-0.75990703,-0.779909863,0.56391502,0.168904549,0.176058551,-0.425353208,-1.122327751,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti63Be37,Ti,0.497,-1.402625045,-0.585599963,-0.124997946,-0.124997946,-1.532414189,-1.399179231,-0.529566315,-1.199413669,-0.99921919,-1.026604172,-1.122327751,-1.16570621,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Ti65Be18Cu9Ni8,Ti,0.559,-0.814772867,-0.585599963,0.468048548,0.468048548,-0.75990703,-0.779909863,-0.529566315,-1.199413669,-0.99921919,-0.714215655,-1.122327751,0.85784908,0.264503316,-0.621804228,0.182208242,0.173290019,0.718013956,0.718013956,-0.621547376,0.18040589
Y36Sc20Al24Co10Ni10,Y,0.639,-0.881273276,1.308829009,0.280770708,0.280770708,-1.141271324,-0.966937525,-0.740589028,-1.188437854,-1.181945372,-0.254970706,-1.388357627,-1.16570621,-1.745034863,-0.631827785,-0.65398016,-0.434647371,0.718013956,0.718013956,-0.863950853,-0.644538918
Y36Sc20Al24Co20,Y,0.624,-0.881648164,1.308829009,0.280770708,0.280770708,-1.190164182,-1.008499227,-0.740589028,-1.188437854,-1.181945372,-0.254970706,-1.654387503,-1.16570621,-1.745034863,-0.631827785,-0.65398016,-0.434647371,0.718013956,0.718013956,-0.863950853,-0.644538918
Y56Al24Co20,Y,0.59,-0.742283626,1.308829009,0.280770708,0.280770708,-1.190164182,-1.008499227,-0.740589028,-1.188437854,-1.181945372,-0.27814149,-1.654387503,-1.16570621,-1.745034863,-0.631827785,-0.65398016,-0.434647371,0.718013956,0.718013956,-0.863950853,-0.644538918
Y60Fe30Al10,Y,0.546,-0.562768606,0.203745442,0.717752335,0.717752335,-0.975035606,-0.883814119,-0.740589028,-1.188437854,-1.181945372,-0.259604862,-0.058208246,-1.16570621,1.269272405,-0.631827785,-0.65398016,-0.434647371,0.718013956,0.718013956,-0.863950853,-0.644538918
Zr26Ti10Cu8Ni8Be20Y4Mg24,Zr,0.683,-0.928284205,-0.585599963,-0.343488759,-0.343488759,-1.072821322,-1.041748589,0.56391502,1.851862784,1.380487162,0.246244258,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,Zr,0.651,-0.418193129,-0.585599963,0.031066921,0.031066921,-0.769685602,-0.842252417,1.222782177,2.260406993,2.088639994,1.207059456,1.005911258,0.85784908,2.274041495,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr36Nb12Cu10Ni8Be20Y2Mg12,Zr,0.635,-0.408502279,-0.585599963,0.031066921,0.031066921,-0.750128458,-0.825627736,1.222782177,2.260406993,2.088639994,1.207059456,1.005911258,0.85784908,1.269272405,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr38.5Ti16.5Ni9.75Cu15.25Be20,Zr,0.628,-0.312802797,-0.585599963,0.405622601,0.405622601,-0.483662381,-0.571062308,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,Zr,0.625,-0.341281336,-0.585599963,0.366606385,0.366606385,-0.547027526,-0.618775142,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr40Ti15Cu11Ni11Be21.5YMg0.5,Zr,0.646,-0.386168339,-0.585599963,0.343196655,0.343196655,-0.637674885,-0.684317947,0.56391502,1.851862784,1.380487162,0.246244258,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr41.2Ti13.8Cu12.5Ni10Be22.5,Zr,0.626,-0.370311522,-0.585599963,0.327590168,0.327590168,-0.60833917,-0.665615181,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr41Ti14Cu12.5Ni2Be22.5C8,Zr,0.634,-0.621415115,-0.585599963,0.077886381,0.077886381,-0.921253462,-0.865111353,1.387498966,0.168904549,1.061249591,2.192945443,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr41Ti14Cu12.5Ni8Be22.5C2,Zr,0.63,-0.434496061,-0.585599963,0.265164221,0.265164221,-0.686567743,-0.715489224,1.387498966,0.168904549,1.061249591,2.192945443,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr42.63Ti12.37Cu11.25Ni10Be23.75,Zr,0.589,-0.39830758,-0.585599963,0.288573951,0.288573951,-0.669455242,-0.712372096,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr44Cu51Al5,Cu,0.605,0.483936859,-0.19092726,0.873817202,0.873817202,0.775328717,0.371349298,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr44Ti11Cu10Ni10Be25,Zr,0.518,-0.426867095,-0.585599963,0.249557735,0.249557735,-0.730571315,-0.759129012,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr45.38Ti9.62Cu8.75Ni10Be26.25,Zr,0.503,-0.4553327,-0.585599963,0.210541518,0.210541518,-0.791687388,-0.805885927,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr45Cu47Al8,Cu,0.604,0.385205472,0.045876361,0.780178282,0.780178282,0.589535856,0.24250802,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr45Cu48Al7,Cu,0.606,0.414352998,-0.033058179,0.811391255,0.811391255,0.638428714,0.275757382,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr45Cu49Al6,Cu,0.609,0.443500524,-0.11199272,0.842604228,0.842604228,0.687321572,0.309006744,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr46.25Ti8.25Cu7.5Ni10Be27.5,Zr,0.525,-0.486311277,-0.585599963,0.167211951,0.167211951,-0.851206458,-0.851441939,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr46.75Ti8.25Cu7.5Ni10Be27.5,Zr,0.525,-0.483892214,-0.585599963,0.171525301,0.171525301,-0.852803461,-0.852642843,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr46.75Ti8.25Cu8.25Ni10Be27.5,Be,0.567,-0.471905061,-0.585599963,0.177915054,0.177915054,-0.826051909,-0.832764386,0.56391502,0.168904549,0.176058551,-0.425353208,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr46Cu44Al10,Zr,0.594,0.315621611,0.203745442,0.717752335,0.717752335,0.452635853,0.146916104,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr46Cu49Al5,Cu,0.596,0.461359241,-0.19092726,0.873817202,0.873817202,0.697100144,0.313162914,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
